,Ship, Rooms, Blue Crates, Galaxy, Platform, Location URL, Traveller-Friend Name, Traveller-Friend Code
,SS: Winds of Totsuka, 11, 40, Euclid, PC, https://galacticatlas.nomanssky.com/me/10d4fd5b4347, Mr. Sneuth, QC3F-N5WA-87PQM

